uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000252742350696	0.00670020182565	0.00860742839334	0.0408684669006	0.000603271069801	0.4	0.125	0.75	0.178403755869
1392518336	0.000287611656929	0.00285492799503	0.0175210642572	0.0137672090113	0.00245777102511	0.7	0.125	0.666666666667	0.746478873239
361208576	0.000152222557555	0.00197044671427	0.00712636555357	0.00218688368117	0.000625614442756	0.5	0.25	0.416666666667	0.605633802817
1535215357	0.000569692320456	0.008318905019	0.170774723073	0.168830870134	0.00151934936098	0.7	0.0	0.666666666667	0.107981220657
4396196375	0.000301318901449	0.00331253607079	0.033438400961	0.0517722191024	0.00167575297167	0.9	0.0	0.833333333333	0.746478873239
17938477	8.03196433231e-05	0.00170749281999	0.00496837521955	0.0154193507581	0.00125122888551	0.2	0.25	1.0	0.18779342723
720288026681716737	1.63525022334e-05	0.000239048994799	0.00864104761117	7.09155970231e-05	0.00194387344714	1.0	0.125	0.75	0.403755868545
174004739	8.89768503878e-05	0.00642017300317	0.0512329620984	0.254707741492	0.000603271069801	0.4	0.0	0.75	0.0
53783678	0.000182522782282	0.00368476950554	0.0357726650317	0.133551318934	0.00116185539369	0.3	0.25	0.5	0.568075117371
257662370	0.000183725172152	0.00470243522626	0.0174801760193	0.0180374779347	0.000647957815712	0.5	0.25	0.916666666667	0.413145539906
4795355113	6.8536222596e-05	0.00138648416983	0.000703277692013	0.000799237944828	0.000178746983645	1.0	0.25	0.916666666667	0.75117370892
1633971270	2.74144890384e-05	0.000201484152759	0.00696553848446	0.0113560787125	4.46867459112e-05	0.7	0.125	0.833333333333	0.37558685446
2803810119	1.37072445192e-05	0.00110645534736	0.00358453552325	0.0157470958146	6.70301188667e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0114015417043	0.0828168167553	0.0113314936655	0.00379877603513	0.00527303601752	0.7	0.0	0.916666666667	0.600938967136
102071251	8.34458569853e-05	0.00267051877047	0.00514828346634	0.00132822996586	0.000491554205023	0.4	0.125	0.25	0.488262910798
3358825450	8.22434671152e-05	0.000478097989598	0.00412607751865	0.0203776926365	0.0	0.9	0.0	0.75	0.0892018779343
555940842	0.000104126962751	0.00140697408367	0.0384976389314	0.023628310273	0.000111716864778	0.6	0.0	0.75	0.276995305164
2469354073	2.06811057658e-05	0.000153674353799	0.000133568243832	3.44994796328e-05	0.000268120475467	0.8	0.125	1.0	0.0
360464656	9.49887997384e-05	0.00282077813863	0.0744302224048	0.0251002880707	0.000312807221378	0.5	0.125	0.75	0.69014084507
77243076	2.16430176619e-05	0.000645432285957	0.0111852046365	7.66655102952e-06	0.000223433729556	0.3	0.25	0.75	0.239436619718
1731752761	3.60716961032e-06	0.000140014411239	4.27054929259e-05	0.0001169149032	0.0	0.7	0.0	0.666666666667	0.173708920188
2330149164	0.000104607918699	0.00161187322207	0.0231999861889	0.00278104138596	0.000245777102511	0.8	0.0	0.666666666667	0.112676056338
2830586398	4.08812555836e-05	0.00135916428471	0.00107854085326	0.0013493129812	6.70301188667e-05	0.8	0.25	1.0	0.389671361502
443273019	5.31456322587e-05	0.000577132573158	0.00979137003764	0.00500625782228	2.23433729556e-05	0.5	0.125	0.666666666667	0.68544600939
2591381383	0.00142603438595	0.00593183005665	0.00301300882005	0.000346911434086	0.00808830100992	0.8	0.25	1.0	0.732394366197
1093716612	3.75145639473e-05	0.000840086467436	0.00272497389967	0.00152947693039	0.000156403610689	0.7	0.125	1.0	0.342723004695
36620392	0.000128896194075	0.00425165712178	0.0292405418691	0.0098936841036	0.000670301188667	0.3	0.125	0.833333333333	0.140845070423
3437626995	4.08812555836e-06	0.000143429396879	5.9969415598e-05	2.29996530886e-05	0.0	0.9	0.0	1.0	0.103286384977
387962514	0.000129136672049	0.0129325506186	0.00123755066734	0.00572116370578	0.0002010903566	0.5	0.125	1.0	0.553990610329
2938363689	1.58715462854e-05	0.000478097989598	0.000411608261605	1.14998265443e-05	6.70301188667e-05	0.8	0.0	0.666666666667	0.75117370892
20930398	0.000249856615008	0.00515662831638	0.0715753147713	0.000904653021484	0.00326213245151	0.3	0.125	0.166666666667	0.661971830986
143697407	0.000114467515634	0.000150259368159	0.0215344719648	0.0118831540958	0.000134060237733	0.4	0.125	0.583333333333	0.0
2291500309	1.20238987011e-06	0.00010586455484	7.26902007249e-06	1.91663775738e-06	0.0	0.8	0.125	0.75	0.107981220657
352663209	4.90575067003e-05	0.000539567731118	0.00952423354998	0.00423001953054	4.46867459112e-05	0.5	0.0	0.5	0.169014084507
14616266	0.000626445122325	0.0110167436746	0.0836446139741	0.0206728548511	0.0092054696577	0.2	0.0	0.75	0.746478873239
2277153890	0.000182041826334	0.00317593664519	0.0053945215213	0.00734072261077	0.00176512646349	0.8	0.125	0.666666666667	0.474178403756
455246957	8.56101587515e-05	0.00156406342311	0.00805770875036	0.0218956697403	0.000692644561623	0.6	0.0	0.25	0.713615023474
1400974436	0.000111100823998	0.00291639773655	0.00332648531067	0.00694014531947	0.000178746983645	0.7	0.125	1.0	0.356807511737
449119247	0.00015727259501	0.00100059079252	0.0374336361183	0.0729012337397	0.000849048172312	0.5	0.125	0.916666666667	0.572769953052
330816423	5.96385375572e-05	0.00204899138399	0.00816310954141	0.00509825643463	6.70301188667e-05	0.5	0.125	0.5	0.600938967136
29204608	9.42673658163e-05	0.00411164271054	0.00877552448251	0.00993776677202	0.000178746983645	0.3	0.125	0.833333333333	0.0
2733660094	3.12621366228e-05	0.00113719021812	0.00090953613657	0.0076991338714	2.23433729556e-05	0.8	0.125	0.916666666667	0.474178403756
4756963587	1.61120242594e-05	0.000143429396879	0.00248237035476	0.00876286782674	0.000111716864778	1.0	0.125	0.833333333333	0.0
22045364	7.71934296608e-05	0.000788861682837	0.00180998599805	0.00264112682967	0.000379837340245	0.3	0.125	0.666666666667	0.568075117371
4136625193	8.65720706476e-05	0.00308031704727	0.000149923538995	0.000166747484892	4.46867459112e-05	0.9	0.125	0.916666666667	0.694835680751
372046661	5.81956697131e-05	0.0049619741349	0.0107090838218	0.0168299961476	0.000335150594334	0.5	0.0	0.666666666667	0.732394366197
849310634	0.000120960420933	0.00133525938523	0.010834474418	0.00214280101275	4.46867459112e-05	0.6	0.0	0.916666666667	0.361502347418
24036997	0.000448250943575	0.00621185887913	0.0583138962765	0.000120748178715	0.00113951202073	0.3	0.125	0.416666666667	0.178403755869
1141088486	5.14622864405e-05	0.000928876094076	0.00582157645056	0.000814571046887	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.00406936827639	0.0207494527486	0.0391863785833	0.0296503861067	0.00107248190187	0.9	0.25	0.833333333333	0.281690140845
3293949957	0.000111581779946	0.000949366007916	0.0188149498301	0.0338631558974	0.000268120475467	0.9	0.0	0.833333333333	0.558685446009
727272715665690624	1.29858105971e-05	0.000191239195839	0.00107399771571	0.000791571393798	2.23433729556e-05	1.0	0.0	0.583333333333	0.553990610329
2752545437	8.53696807775e-05	0.000604452458277	0.037404560038	0.0854302947597	0.000357493967289	0.8	0.0	0.666666666667	0.0
14368656	0.000212101573087	0.00112011528992	0.0295412975746	0.0372977707586	0.000580927696845	0.2	0.125	0.25	0.056338028169
20405419	0.000165689324101	0.00509174358922	0.0589962755358	0.0027522918196	0.000178746983645	0.3	0.125	1.0	0.558685446009
2682726528	4.37669912719e-05	0.000833256496156	0.00554262780527	0.014859692533	4.46867459112e-05	0.8	0.0	0.416666666667	0.62441314554
717841856785088512	8.60911146996e-05	0.00333644097027	0.00436141204349	0.0137173764296	6.70301188667e-05	1.0	0.0	0.833333333333	0.197183098592
2889092479	1.1783420727e-05	0.000119524497399	0.00310296294344	0.00264112682967	0.0	0.8	0.0	0.583333333333	0.211267605634
3182191980	3.51097842071e-05	0.00304275220523	0.0527040300356	3.06662041181e-05	0.000670301188667	0.9	0.25	1.0	0.328638497653
2582869146	5.79551917391e-05	0.00361988477838	0.00255415192797	0.000398660653535	2.23433729556e-05	0.8	0.125	0.583333333333	0.0328638497653
3092469172	3.79955198953e-05	0.000601037472637	0.012437293344	0.00659515052315	0.000379837340245	0.9	0.25	0.5	0.483568075117
2826839454	4.80955948042e-06	0.00139672912675	0.000660572199088	0.00126498091987	0.000335150594334	0.8	0.0	1.0	0.525821596244
2660374267	9.37864098683e-06	0.000187824210199	0.00385167201091	0.000371827724932	0.000245777102511	0.8	0.125	0.5	0.0
261625073	0.0017374533623	0.00907703183108	0.025670544386	0.00744805432518	0.017628921262	0.5	0.0	0.583333333333	0.173708920188
233499930	0.000761112787777	0.010026397839	0.158359236789	3.44994796328e-05	0.00236839753329	0.5	0.125	0.833333333333	0.234741784038
2664749580	0.000119277075114	0.00432337182022	0.0029984707799	0.00754963612632	0.000580927696845	0.8	0.25	1.0	0.582159624413
106594321	1.0821508831e-05	0.000433703176278	0.00110489105102	0.000210830153312	8.93734918223e-05	0.4	0.125	0.25	0.286384976526
722573847430504448	0.000155829727166	0.00259538908639	0.0283137418099	0.0	0.0121771382608	1.0	0.125	0.75	0.206572769953
3742834517	1.92382379217e-05	0.000850331424356	0.00414334144132	0.00281170759008	0.0	0.9	0.0	0.583333333333	0.422535211268
735391716887429120	2.47692313242e-05	0.000642017300317	0.000134476871341	0.00102923447571	0.000111716864778	1.0	0.0	1.0	0.544600938967
241331375	0.000165929802075	0.00352426518046	0.015095028808	0.00785246489199	0.000111716864778	0.5	0.25	1.0	0.370892018779
442382315	5.43480221288e-05	0.00101425073508	0.000734171027322	0.015586098243	0.0	0.5	0.125	0.916666666667	0.112676056338
16536054	5.07408525185e-05	0.00245537467515	0.00166278834158	0.000266412648276	0.000111716864778	0.2	0.125	0.416666666667	0.431924882629
81324827	0.000170739361555	0.000648847271597	0.00495565443442	0.00626740546663	0.000782018053445	0.3	0.125	0.416666666667	0.281690140845
583117972	0.000746203153388	0.0100127378964	0.148219862416	0.0363797012728	0.00645723478416	0.6	0.5	0.583333333333	0.666666666667
15800855	0.000651935787571	0.0048424496375	0.0538052865766	0.130789443926	0.00283760836536	0.2	0.125	0.916666666667	0.558685446009
705726066	0.00306176556524	0.0395182138259	0.0246528815759	0.000164830847135	0.0118419876665	0.6	0.0	1.0	0.507042253521
68857077	1.20238987011e-05	0.000583962544438	0.00389165162131	0.000826070873431	0.0	0.3	0.125	0.666666666667	0.446009389671
